Kommentarer (0-5),Kvinne,Musescore,Melodi,Komponist,Levde når,Lyrikk,Unnamed: 7,Når komponert,Unnamed: 9,Unnamed: 10,Diverse kommentarer,Egne noter,Forlag,Platenr.,Unnamed: 15
,K,x,Valse Gracieuse,"Rein, Otilia",1843 - 1912,,,1883,,,Ikke egne noter,,Carl Warmuth,869,
,,,Da Capo polka,"Reissiger, Friedrich August",1809 - 1883,,,1850,Nordisk Musiktidende No 12 - 1884,,,,Carl Warmuth,,
4,,x,Feenreigen - Walzer,"Reissiger, Friedrich August",1809 - 1883,,,<1840,Opus 18. No 1,,,,,,
3,,x,Sømandskonens vuggevise,"Reissiger, Friedrich August",1809 - 1883,"Glückstad, Andreas Melchior",1829 - 1865,1863,Nordisk Musiktidende No 6 - 1883,,,,Carl Warmuth,,
3,,x,Sörgemarsch,"Reissiger, Friedrich August",1809 - 1883,,,1880,,,,,Carl Warmuth,636,
,,,Valse sentimentale,"Reissiger, Friedrich August",1809 - 1883,,,1842,Nordisk Musiktidende No 9 - 1890,,,,,,
4,(K),x,1905 vals,"Reitan, Ole",1857 - 1944,,,1905,Arranged and published 1910 by Erika Bodom,,,,Eget forlag,,
3,K,x,Påskesang,"Reitung, Alfhild",1900 - 1951,"Sejersted, Vally",1866 - 1940,1933,,,,,Lutherstiftelsen,,
5,,x,Norsk-Amerikansk National-Hymne,"Renning, Odin",1880 - 1907,Peer Strømme,1856 - 1921,1907,,,Ikke egne noter,,O. L. Renning,,
5,,x,Gammel Jäger-marsch,"Richter, Fr. R.",,,,<1866?,Adolf Kunz's Volksbibliothek,,,,,,
2,,x,"Blumengrüsse - ""The Flowers' greeting""","Rietz, Leopold",,,,1883,"Neuen Musik-Zeitung, Köln",,,PDF,"P. J. Tonger's Musikverlag, Köln",,
2,,x,Errinerung an Temesvar,"Rietz, Leopold",,,,1885,"Neuen Musik-Zeitung, Köln",,,,,,
3,,x,Frühlingsgruss,"Rietz, Leopold",,,,1884,"Neuen Musik-Zeitung, Köln, Opus 5 No 1.",,,,,,
4,,x,Remembrance,"Rietz, Leopold",,,,1898,Opus 40,,,PDF,Music News St. Louis,,
4,,x,Weihnachtsbotschaft,"Rietz, Leopold",?,,,1888,"Neuen Musik-Zeitung, Stuttgart",,,PDF,,,
4,K,x,Valse Capriccioso,"Ring, Sina",1841 - 1896,,,1895,Opus 2,,,NB,Brødrene Hals,828,
5,,,Kadet-polka,"Ringe, Wilhelm",,,,1898,,,PDF-noter,,Carl Warmuth,2276,
3,,x,Berceuse (Lilla Märtas vaggvisa),"Ringvall, Carl Fredrik",1848 - 1910,,,1901,,,,,Abraham Lundquist,3406,
4,,x,Solitude - Ensomhed,"Rode-Jacobsen, Jacob",1877 - 1926,,,1902,Opus 2b,,,,Haakon Zapffe,222,
,,x,Vuggevise,"Rode-Jacobsen, Jacob",1877 - 1926,,,1902,Opus 1,,,,Norsk Musikforlag,5713,
5,,x,Chagrin d'amour,"Roede, (Halfdan) Noel",1877 - 1963,,,1903,,,,,Oluf By,68,
,,,Melodi,"Roede, (Halfdan) Noel",1877 - 1963,,,1914,Julehelg 1914,,,,,,
(unlisted),,x,Suffragetternes Marsch,"Roede, (Halfdan) Noel",1877 - 1963,,,1915,"Bilag til ""Ukens Revy"" mars 1915",,,,,,
4,K,x,Berceuse,"Roggen, Gyda",1871 - 1944,,,1900,Opus 1 - No 1.,,,Internet,Eget forlag,,
5,K,x,Juleklokker,"Roggen, Gyda",1871 - 1944,,,1900,Opus 1 - No 2.,,,Internet,Eget forlag,,
5,,x,Ser du havet vesterute,"Rojahn, Ingarth",1869 - 1956,"Halvorsen, Lauritz",1847 - 1922,1903,Lyrics from 1891,,,,Eget forlag,,
5,,x,Zigeunersken,"Rolla, Charles",18?? - 19??,,,1899,,,,,Haakon Zapffe,450,
5,,x,Adoration,"Rolseth, Bjarne",1883 - 1938,,,1918,,,,Internet,Haakon Zapffe,133,
4,,x,Chansonnette,"Rolseth, Bjarne",1883 - 1938,,,1919,Opus 17 no. 2,,,PDF,J. F. Schroeder,,
3,,x,Improvisata,"Rolseth, Bjarne",1883 - 1938,,,1905,,,,,Carl Warmuth,2729,
3,,x,Little runaway,"Rolseth, Bjarne",1883 - 1938,,,1920,"Opus 22, no 3.",,,,,,
2,,x,Love song,"Rolseth, Bjarne",1883 - 1938,,,1918,"Opus 13, no 1.",,,PDF,J. F. Schroeder,,
3,,x,Tullemor-polka,"Rolseth, Bjarne",1883 - 1938,,,1906,Opus 2,,,PDF,Carl Warmuth,2761,
3,,x,Valse Intermezzo,"Rolseth, Bjarne",1883 - 1938,,,1922,"Opus 30, no 1.",,,PDF,The Norwegian - American Music co.,,
,,,La Coquette,"Rose, Fabian",,,,1896,,,,,Carl Warmuth,?,
4,,,Alfer,"Russ, Alfred",1868 - 1949,Bernt Lie,1868 - 1915,1909,,,,,Haakon Zapffe,978,
3,K,,Befal du dine veie,"Rynning, Adèle Harris",1840 - 1926,Paul Gerhardt,1607 - 1676,1872,,,,,,,
5,K,x,"Tag imod Krandsen, den er til dig","Rynning, Adèle Harris",1840 - 1926,Bjørnstjerne Bjørnson,1832- 1910,1896,Performed already 1876,,,,Eget forlag,,
5,K,x,Damernes Turnermarsch,"Rytterager, Gunvor",1858 - 1912,,,1897,,,,,,,
,K,x,Fem Klaverstykker,"Ræder, Mimi",1866 - 1921,,,1895,,,,,Carl Warmuth,2052,
2,K,x,Vuggesang,"Salicath, Francisca",1864 - 1923,Henrik Ibsen,1828 - 1906,1889,Tilegnet Hertug Erik af Vestmanland,,,,Ikke angitt forlag,,
3,,x,Polsangen,"Salvesen, Adolf",1873 - 1963,"Klepp, Andreas",1889 - ?,1928,Roald Amundsen,,,Einar Økland,Eget forlag,,
,,,Från gamla glad tider,"Sandell, Emrik",1881 - 1955,,,1927,Potpurri,,,,"E. Anderssons Musikförlag, Malmö",439,
5,K,x,Julafton,"Sandels, Ellen",1859 - 1931,,,1912,,,,,,,
,K,x,Petit Coeur,"Sandels, Ellen",1859 - 1931,,,1897,,,,,,,
5,,x,Barne-Danse,"Sander, Carl",1857 - 1935,,,1893,,,,,Haakon Zapffe,80,
3,,x,Børnenes Dandse Album III,"Sander, Carl",1857 - 1935,,,1892,,,,,Carl Warmuth,1817,
4,,x,Börnenes Dandse Album IV,"Sander, Carl",1857 - 1935,,,1895,,,,,Carl Warmuth,2111,
,,x,Lover den Herre,"Sander, Carl",1857 - 1935,,,1900,,,,,Haakon Zapffe,475,
4,,x,Sverdrups Polar-marsch,"Sander, Carl",1857 - 1935,,,1902,,,,,Carl Warmuth,2551,
2,,x,Vor Gud han er saa fast en borg,"Sander, Carl",1857 - 1935,,,1898,Composed by Martin Luther,,,,Haakon Zapffe,431,
,,x,In vino veritas!,"Sandow, Johannes",1866 - ?,,,1897,Op. 25. (Sandow lived in Christiania at the time),,,,Haakon Zapffe,379,
,,x,Willkommen & Auf Widersehen,"Sandow, Johannes",1866 - ?,,,1897,Op 24 & Op. 26,,,,Carl Warmuth,2062 & 2063,
,,,Dig min mor,"Sars, Arthur Bernhard",1888 - 1971,Peder Møller,1862 - 1941,1926,Op. 7,,,,,,
,,,Eventyrland,"Sars, Arthur Bernhard",1888 - 1971,"Sars, Arthur Bernhard",1888 - 1971,1918,Op. 4,,,,Eget forlag,4,
4,,x,Festmarsch,"Sartz, Mathias",1847 - 1884,,,1877,,,,,Røsholm,30,
,K,,Brudeslaat,"Schenck, Thrine",1859 - 1921,,,,,,,,,,
5,K,x,Vuggevise,"Schenck, Thrine",1859 - 1921,,,1900,Op. 3,,,,Carl Warmuth,2466,
,,,Leitande etter Blaaman,"Schjelderup, Gerhard",1859 - 1933,"Vinje, Aasmund Olavsson",1818 - 1870,,Op. 1 No 2,,,,,,
4,,x,Luk du til mit trætte Øie,"Schjelderup, Gerhard",1859 - 1933,"Schjelderup, Gerhard",1859 - 1933,1920,,,,,,,
4,K,x,Ak! Om jeg kunde faa hvile,"Schjelderup, Mon",1870 - 1934,Fredrik Döcker-Smith,1861 - 1922,,Op. 51,,,,Hauff's Boghandel,,
3,K,x,Bagateller,"Schjelderup, Mon",1870 - 1934,,,1903,,,,,Carl Warmuth,2611,
,K,x,Barcarole,"Schjelderup, Mon",1870 - 1934,Anna Winge,1860 - 1921,1904,Op. 44 (Urd),,,,Hauff's Boghandel,,
2,K,x,Barnerim,"Schjelderup, Mon",1870 - 1934,Lagertha Broch,1864 - 1952,1902,,,,,Haakon Zapffe,226,
,K,x,Barnerim (Pus),"Schjelderup, Mon",1870 - 1934,Anna Winge,1860 - 1921,1902,Nylænde Mai 1902,,,,,,
4,K,x,Bjerken i brudeslør,"Schjelderup, Mon",1870 - 1934,"Caspari, Theodor",1853 - 1948,1898,,,,,Haakon Zapffe,397,
3,K,x,Den dag kjem aldri,"Schjelderup, Mon",1870 - 1934,"Vinje, Aasmund Olavsson",1818 - 1870,1904,Op. 46 Magasinet Nylænde,,,,Haakon Zapffe,289,
3,K,x,Deux Romances,"Schjelderup, Mon",1870 - 1934,,,1894,Op. 6,,,,Carl Warmuth,2012,
,K,,Et Savn,"Schjelderup, Mon",1870 - 1934,Halfdan Christensen,1873 - 1950,1902,Op. 33,,,,Haakon Zapffe,465,
4,K,x,Fest-marsch,"Schjelderup, Mon",1870 - 1934,,,1902,Opus 30,,,,,,
,K,,Græd kun du blege,"Schjelderup, Mon",1870 - 1934,Vilhelm Krag,1871 - 1933,1900,Op. 10. No 1,,,,Carl Warmuth,2409,
3,K,x,Huldre-sang,"Schjelderup, Mon",1870 - 1934,Arne Garborg,1851 - 1924,1899,Op. 21,,,,Carl Warmuth,2353,
5,K,x,Jeg kjender ei mer mine Tanker,"Schjelderup, Mon",1870 - 1934,Vilhelm Krag,1871 - 1933,1899,Op. 15,,,,Carl Warmuth,2362,
4,K,x,Jeg synes jeg selv maa straale,"Schjelderup, Mon",1870 - 1934,Vilhelm Krag,1871 - 1933,1899,Op. 16. No 1,,,,Carl Warmuth,2353,
3,K,x,La Ballerine,"Schjelderup, Mon",1870 - 1934,,,1898,Op. 14,,,,Carl Warmuth,2336,
2,K,x,Lullaby - Vuggesang,"Schjelderup, Mon",1870 - 1934,?,,1905,Op. 52,,,,,,
3,K,x,Nytårskveld,"Schjelderup, Mon",1870 - 1934,"Caspari, Theodor",1853 - 1948,1900,Op. 25,,,,Carl Warmuth,2540,
3,K,x,Paa Aarets sidste Dag,"Schjelderup, Mon",1870 - 1934,Aslaug Bull,1858 - 1923,1905,Nylænde(?) Musik for Hjemmet Jan. 1928,,,,,,
3,K,x,Sang uden Ord,"Schjelderup, Mon",1870 - 1934,,,1898,Op. 13. No 2,,,,,,
3,K,x,Scherzo,"Schjelderup, Mon",1870 - 1934,Vilhelm Krag,1871 - 1933,1900,Op. 23. No 2,,,,Nylænde?,,
4,K,x,Serenade,"Schjelderup, Mon",1870 - 1934,,,1906,Op. 55,,,,,,
3,K,x,Tullemors Vise,"Schjelderup, Mon",1870 - 1934,Anna Winge,1860 - 1921,1902,Op. 33,,,,Carl Warmuths eftf.,2593,
2,K,x,Valmue rød!,"Schjelderup, Mon",1870 - 1934,Fredrik Döcker-Smith,1861 - 1922,1905,Op. 48,,,,,,
4,,x,Improvisation,"Schorcht, Hermann",1865 - 1910,,,1892,Op. 7. No 2,,,,Carl Warmuth,1863,
4,,x,Nansen-sang,"Schorcht, Hermann",1865 - 1910,"Lykke-Seest, Peter",1868 - 1948,1896,,,,,Haakon Zapffe,319,
3,,x,Nansens Nordpolexpedition,"Schorcht, Hermann",1865 - 1910,,,1896,,,,,Haakon Zapffe,318,
3,,x,Under duftende Jasminer,"Schorcht, Hermann",1865 - 1910,V. Bendix,,1896,,,,PDF,Haakon Zapffe,297,
5,K,x,12 Börnesange,"Schytte-Jensen, Caroline",1848 - 1935,Var.,,1902,Op. 18,,,,Oluf By,31,
,K,,Du är min ro,"Schytte-Jensen, Caroline",1848 - 1935,Zacharias Topelius,1818 - 1898,,Op 12,,,,,,
5,K,x,Juleklappp,"Schytte-Jensen, Caroline",1848 - 1935,Various,,1929,,,,,Norsk Musikforlag,6531,
,,,Kadet Marsch,"Schöien, Axel Wolfgang",1841 - 1892,,,1864,Published,,,,Haakon Zapffe,1113,
4,,x,Gavotte,"Schøyen, Karl",1862 - 1926,,,1896,First advertising in 1901,,,,Haakon Zapffe,274,
3,,x,Jeg synger,"Schøyen, Karl",1862 - 1926,,,1903,,,,,Haakon Zapffe,313,
2,,x,Mazurka,"Schøyen, Karl",1862 - 1926,,,1898,,,,,Haakon Zapffe,474,
4,,x,Til gutten min,"Schøyen, Karl",1862 - 1926,Hulda Garborg,1862 - 1934,1898,,,2 eksemplar,,Haakon Zapffe,445,
3,,x,Idylle,"Selmer, Johan",1844 - 1910,,,1877,Warmuths jubilee-album 1885,,,,,,
2,,x,Pic-Nic,"Serrander, Samuel (Per)",1829 - 1912,,,1894,,,,,Carl Gehrmans Musikförlag,524,
3,,x,På isen,"Serrander, Samuel (Per)",1829 - 1912,,,1886,,,,,Elkan & Schildknecht,1068,
4,,x,Bim-Bim,"Sevaldsen, Hedley",1877 - 1939,,,1902,,,,,,,
5,,x,Gamle-Heidelberg-Marsch,"Sevaldsen, Hedley",1877 - 1939,,,1903,Opus 3,,,,Carl Warmuth,2619,
3,,x,Berceuse,"Sibelius, Jean",1865 - 1957,,,1913,Op. 40 № 5.,,,,,,
4,,x,Impromptu,"Siboni, Erik",1828 - 1892,,,1871,Nordisk Musiktidende 1883,,,,Carl Warmuth,,
,,,Mazurka,"Sieber, Rudolf",,,,,Nordisk Musiktidende 1887,,,,,,
5,K,x,Iris Polka,"Sibbern, Hanne",1820 - 1849,,,1850,,,,NB,Lindorff & Hansen,,
2,,x,Capriccioso,"Sinding, Christian",1856 - 1941,,,1885,Warmuths jubilee-album 1885,,,,Carl Warmuth,1000,
3,,,Der skreg en fugl,"Sinding, Christian",1856 - 1941,Vilhelm Krag,1871 - 1933,,Op. 18,,,,,,
4,,x,O sanctissima,"Smith, Felix",,,,1898,,,,,Wilhelm Hansen,,
2,,x,Efter storm,"Smith, Gustav Kruse",1885 - 1952,"Schøyen, Carl",1877 - 1951,1908,Opus 1 № 3.,,,,Oluf By,375,
4,,,Gutten min sover,"Solheim, Karsten",1869 - 1953,,,,,,,,Einar Kaland,87-88,
4,,,Voggesong,"Solheim, Karsten",1869 - 1953,Andres Hovden,1860 - 1943,,,,,Kilde: Urd,,,
3,K,x,8 Barnesange,"Sontum Jordan, Helene",1854 - 1938,Various,,1922,,,,,Eget forlag,,
,K,x,Sommerminder,"Sontum Jordan, Helene",1854 - 1938,,,1906,,,,,C. Rabe Bergen,2,
4,K,x,Lillebil-Vals,"Spangberg, Lulla",,,,1922,Thora Spangberg (1890 - ?),,,,Heradstveit forlag,,
,,,Intermezzo,"Spilhaugh, Axel",1870 - 1902,,,1902,Op 9 № 4,,,,Haakon Zapffe,213,
3,,x,On the mountain farm - Paa Sætervolden,"Spilhaugh, Axel",1870 - 1902,,,1902,Op 9 № 3,,,,Haakon Zapffe,212,
1,,x,Rustle of the leaves - Skogsus,"Spilhaugh, Axel",1870 - 1902,,,1902,Op 9 № 1,,,,Haakon Zapffe,211,
,,x,Sommernattes Bleghed har du,"Spilhaugh, Axel",1870 - 1902,Karl Bergmann,1882 - 1964,1901,Op 8 № 1 (Urd),,,,Urd,,
2,,x,Til Fjelds,"Spilhaugh, Axel",1870 - 1902,,,1902,Op 9 № 2,,,,Haakon Zapffe,211,
3,K,x,Barneminder,"Stang, Erika",1861 - 1898,,,1896,,,,,Carl Warmuth,2160,
5,,x,Glade Jul,"Steenfeldt, Peter August Damianus",1836 - 1886,,,1885,,,,,Wilhelm Hansen,,
,,x,Hilsen til Østerdalen (vals) og Mazurka,"Steen, Emil",1860 - 1892,,,ca 1890,,,,,Revuen 1890,,
4,,x,Electricitets-polka,"Stolpe, Gustaf",1833 - 1901,,,1855,Nordisk Musiktidende 1883,,,,Carl Warmuth,375,
5,,x,Sollys,"Storm, Fredrik",1847 - 1911,Emilie Bowin,1864 - 1941,ca 1910,,,,,"Christine Hals, Stavanger",,
3,,,Solveig,"Strand, Einar",,,,1930,,,,,,,
,,,Bertha-Rheinlender,"Strandberg, Petter Leopold",1842 - 1916,,,1884,,,,,Petter Håkonsens forlag,293,
4,,x,Damernes valg,"Strandberg, Petter Leopold",1842 - 1916,,,1885,,,,,Petter Håkonsens forlag,309,
2,,x,Emilie-Rheinländer,"Strandberg, Petter Leopold",1842 - 1916,,,1885,,,,,Petter Håkonsens forlag,312,
4,,x,Saisonen kommer,"Strandberg, Petter Leopold",1842 - 1916,,,1887,Opus 17,,,,Brødrene Hals,344,
,,x,Singers Symaskine-polka,"Strobl, Heinrich",1839 - 1885,,,1871,(Published Christiania 1881),,,,Petter Håkonsens forlag,46,
4,,,Jobber-Marsch,"Strømbeck, Otto Wilhelm",1891 - 1954,Henrik Jansen,1877 - 1923,,,,Kopi fra Nasjonalbiblioteket,,,,
4,,,Die Silbermyrte,"Stuhlmüller, M.",,,,1891,,,,,Josef Blah,653,
5,K,x,Vuggevise,"Sundt, Helen Eger",1869 - 1935,Vilhelm Krag,1871 - 1933,,Arr. Arnljot Kjeldaas,,,,Haakon Zapffe,98,
4,K,x,Marguerite,"Sveen, Olea",1873 - 1950,,,1906,,,,,Oluf By,283,
,,x,Defiler-Marsch,"Svendsen, Alfred",1853 - 1903,,,1893,,,,,C. Rabe Bergen,20,
5,,x,Manöver-Marsch,"Svendsen, Alfred",1853 - 1903,,,1898,,,,,Brødrene Hals,944,
4,,x,Anna-polka,"Svendsen, Johan",1840 - 1911,,,1883,Composed 1854,,,,Carl Warmuth,871,
,,,Kroningsmarsch,"Svendsen, Johan",1840 - 1911,,,1873,,,,,,,
5,,x,Længsel,"Svendsen, Johan",1840 - 1911,,,1885,Composed 1879 in Paris,,,,Carl Warmuth,1000,
5,,x,Til Sæters,"Svendsen, Johan",1840 - 1911,,,1883,Composed 1856,,,,Carl Warmuth,874,
,,,Festmarsch,"Sylou-Creutz, Edvard",1881 - 1945,,,1934,Aftenposten 1 september 1934,,,,,,
4,,x,Sommardag,"Sylou-Creutz, Edvard",1881 - 1945,"Frisk, Elisabeth",1909 - 1986,1934,,,,,Norsk Musikforlag,6803,
,,x,Mustalainen,Szentimary Elemér,1836 - 1908,,,1875,Arr. 1897 Oskar Merikanto,,,,,,
,,,Til et barn,"Sæbø, Nils",1895 - 1959,Herman Wildenwey,1885 - 1959,,,,,,,,
5,,,Mors dag,"Sødal, Haakon",,Anthoni M. Ødegaard,,1926,,,,,Musikcentralens forlag,165,
2,,x,"Bröllopsmarsch ur ""Ett Bondbröllop"".","Söderman,August",1832 - 1876,Richard Gustafsson,1840 - 1918,1868,,,,,,,
,,x,Bröllops-marsch - Bröllopet på Ulfåsa,"Söderman,August",1832 - 1876,,,1865,,,,,Elkan och Schildknecht,287,
,,x,Norsk Normannadans fra Norge,"Söderman,August",1832 - 1876,,,1868,,,,,,,
5,,,Tillid,"Søraas, Lars d.e",1862 - 1925,Wilhelm Friman Koren,,1891,,,,,,,
3,,,Englis,"Sørensen, Anders",1821 - 1896,,,,,,,,,,
3,,,Englis II,"Sørensen, Anders",1821 - 1896,,,,,,,,Oluf By,46,
4,K,,20  Lege for Börn,"Sørlye, Wilhelmine Fredrikke",1857 - 1936,,,1898,,,,,Carl Warmuth,2332,
4,K,x,Prinsesse Ingeborgs vals,"Sørlye, Wilhelmine Fredrikke",1857 - 1936,,,1897,,,,,Carl Warmuth,2254,
5,K,x,Rheinlænder,"Teilman, Anna",1843 - 1916,,,1902,,,,,Haakon Zapffe,750,
,,x,Oldsmobile-Galop,"Teilman, Carl",1845 - 1911,,,1905,,,(4-hending i 1904),,Haakon Zapffe,430,
3,,x,Saisonens blomst,"Teilman, Carl",1845 - 1911,,,1897 -1898,,,,,,,
,,x,Serenade,"Teilman, Carl",1845 - 1911,,,1890,Fra Revuen,,,,Carl Warmuth,,
,,x,Vi to,"Teilman, Carl",1845 - 1911,,,1897,Rheinländer,,,,,,
5,,x,Carmens nytaars-marsch,"Teilman, Christian",1843 - 1909,,,1892,,,,,Carmen sigarettbutikk,1,
,,x,De gamles dans,"Teilman, Christian",1843 - 1909,,,1880,,,,,Abraham Hirsch,,
5,,x,Elegie,"Teilman, Christian",1843 - 1909,,,1872,,,,,Røsholm,,
,,x,Fantasie,"Teilman, Christian",1843 - 1909,,,1893,Op. 200,,,,Carl Warmuth,1936,
,,x,Festmarsch,"Teilman, Christian",1843 - 1909,,,1875,,,,,,,
,,x,Fra Nordcap til Lindesnæs,"Teilman, Christian",1843 - 1909,,,1891,"Opus 165, 2ndre Hefte",,,,Eget forlag,,
,,,Gavotte,"Teilman, Christian",1843 - 1909,,,,,,,,,,
,,x,Hilsen til Nordland,"Teilman, Christian",1843 - 1909,,,1886,Op. 112,,,,Carl Warmuth,1122,
2,,x,Hjemlige toner,"Teilman, Christian",1843 - 1909,,,1878,Op 37,,,,,,
3,,x,Hjemlige toner,"Teilman, Christian",1843 - 1909,,,1887,Op 119,,,,Norsk Musikforlag,1253,
4,,x,Huldreslaaten,"Teilman, Christian",1843 - 1909,,,1879,Op. 50,,,,Carl Warmuth,455,
4,,x,Hyldningsmarsch,"Teilman, Christian",1843 - 1909,,,1905,,,,,,,
,,x,Hyldningsmarsch (Chr. Michelsen),"Teilman, Christian",1843 - 1909,,,1905,,,,Ikke egne noter,Haakon Zapffe,729,
2,,x,Hyldningsmarsch (Keiser WilhelmI,"Teilman, Christian",1843 - 1909,,,1890,Op. 162,,,,Carl Warmuth,1666,
4,,x,Intermezzo,"Teilman, Christian",1843 - 1909,,,1881,Op. 77,,,,Petter Håkonsens forlag,44,
,,x,Jule-klap,"Teilman, Christian",1843 - 1909,Fantasy over Christmas Carols,,1905,,,,,Haakon Zapffe,766,
,,x,Kjærlighed fra Gud,"Teilman, Christian",1843 - 1909,,,1896,Paraphrase,,,,Haakon Zapffe,290,
1,,x,"Nearer, My God to Thee","Teilman, Christian",1843 - 1909,,,1902,Published together with Axel Spielhough,,Axel Spilhough - Red Hill Minnesota,A. S. 1,Haakon Zapffe,497,
4,,x,Nissernes Dansemorro,"Teilman, Christian",1843 - 1909,,,1905,,,,,Carl Warmuth,2672,
3,,x,Norsk Kroningsmarsch,"Teilman, Christian",1843 - 1909,,,1906,,,,PDF,Carl Warmuth,2734,
4,,x,"Parafrase over Koralen ""Paaskemorgen slukker Sorgen""","Teilman, Christian",1843 - 1909,,,1904,,,,,Haakon Zapffe,695,
3,,x,"Parafrase over ""Sæterreisen""","Teilman, Christian",1843 - 1909,,,1904,,,,,Carl Johnns Musikkhandel,277,
,,,"Paraphrase over ""Ack Wærmeland du sköna""","Teilman, Christian",1843 - 1909,,,1890,Op. 158,,,,Carl Warmuth,1514,
4,,x,"Paraphrase over ""Af Höiheden oprunden er""","Teilman, Christian",1843 - 1909,,,1895,Op. 222,,,,Carl Warmuth,2104,
3,,x,"Paraphrase over ""Kirken den er et gammel hus""","Teilman, Christian",1843 - 1909,,,1900,,,,,Haakon Zapffe,476,
,,,"Paraphrase over ""O Herre Krist dig til os vend""","Teilman, Christian",1843 - 1909,,,,,,,,Haakon Zapffe,330,
3,,x,Preludium,"Teilman, Christian",1843 - 1909,,,1885,,,,,Carl Warmuth,1000,
3,,x,Reseda-polka,"Teilman, Christian",1843 - 1909,,,1894,,,,,F. Chr Wolff. Parfumerieforretning,,
4,,x,Solveigslåtten,"Teilman, Christian",1843 - 1909,,,,Utgitt i Sverige,,,,Carl Warmuth,1229,
,,,Sommernat,"Teilman, Christian",1843 - 1909,,,1894,Folkebladet desember,,,,,,
5,,x,"Spinn, Spinn","Teilman, Christian",1843 - 1909,,,1887,Published using the pseudonym Ernesto Pomposi,,,,J.W. Cappelen,,
,,,St. Hansaften i Närödalen,"Teilman, Christian",1843 - 1909,,,1901,,,,,Elkan & Schildknecht,1973,
3,,x,Stanley Marsch,"Teilman, Christian",1843 - 1909,,,1890,,,,,P. T. Mallings Boghandel,,
4,,x,Strømnes-marschen,"Teilman, Christian",1843 - 1909,,,1908,Fra ca. 1700,,,,Abraham Lundquist,3268 / 3481,
4,,x,Toner til hjärtat,"Teilman, Christian",1843 - 1909,,,1899,Utgitt i Sverige,,,,Einar Kaland,2,
2,,x,Udstillings-Festmarsch,"Teilman, Christian",1843 - 1909,,,1898,Bergen-exibition 1898,,,,,,
3,,x,Vid Renas strand,"Teilman, Christian",1843 - 1909,,,1880,Op. 54,,,,Abraham Hirsch,,
4,,,Viking-marsch,"Teilman, Christian",1843 - 1909,,,1893,,,,,Abraham Hirsch,732,
5,,x,Huldredansen,"Tellefsen, Thomas",1823 - 1874,,,1852,Op. 9,,,,,,
3,,x,Quatre Mazurkas,"Tellefsen, Thomas",1823 - 1874,,,<1846,,,,,,,
,,,Home again,"Terschak, Adolf",,,,,(Ikke ferdignotert!),,,,Tromsø Musikhandel / Einar Kaland,1 / 167,
4,K,x,Minder fra gamle Dage,"Thams, Ida",1812 - 1889,,,1901,Arr. Carl Sander,,,NB,Carl Warmuth,2543,
4,K,x,Festfryd-Galop,"Thodberg, Inga",1862 - 1925,,,1891,,,,,Brødrene Hals,540,
1,,x,Barndomsminne fraa Nordland,"Thomsen, Adolf",1852 - 1903,Elias Blix,1836 - 1902,1901,Tekst fra 1896,,,,,,
4,,x,Julekvæld,"Thomsen, Adolf",1852 - 1903,Zacharias Topelius,1818 - 1898,1892,,,,Ikke egne noter,Brødrene Hals,581,
1,,x,Norsk fjellsang,"Thrane, Waldemar",1790 - 1828,Henrik Anker Bjerregaard,1792 - 1842,"Fra ""Et fjeldeventyr"" 1824",,,,,Einar Kaland,32,
4,,x,Harpesnekken,"Tischendorf, Gabriel",1842 - 1932,Bernard Barton,,,,,,,Haakon Zapffe,999,
3,,x,Humoreske,"Tischendorf, Gabriel",1842 - 1932,,,1888,Opus 10 no 2,,Nordisk Musiktidende 1889,,Carl Warmuth,,
5,,x,Hjerter og Blomster,"Tobani, Theodore Moses",1855 - 1933,,,1893,Published in Norway 1910,,,,,,
3,,,Olsok,"Torjussen, Trygve",1885 - 1977,Nora Nor. (Sofie Christie),1890 - 1954,1915,"Bilag til ""Ukens Revy""?",,,,,,
5,,x,Den Norske Armées revelje,Christian Schifter Tobiesen,1792 - 1852,,,1830s,,,,,,,
,,,Fra  Fjord og fjære,Trad /Hardenack Otto Conrad Zinck,1746 - 1832,"Landstad, Magnus Brostrup",1802 - 1880,1801,Musik for Hjemmet Julenummer 1927. arr. Arne Eggen,,,,,,
1,,x,Melodi fra Lappland,Trad.,,,,,Nordisk Musiktidende No 7- 1890,,,,,,
4,,x,Norske Nationalmelodier,Trad.,,,,1903,Arr. Friedrich August Reissiger,,,,Haakon Zapffe,22A,
4,,x,När juldagsmorgon glimmar,Trad,,"Berggren, G.",,1923,"Arr: Henneberg, Richard (1853 - 1925)",,,,"E. Anderssons Musikförlag, Malmö",190,
,,,Spelmansmelodier från Dalarne,Trad (Georg Pegel),1977 - 1963,,,1908,Published,,,,Abraham Lundquist,4105,
5,,x,Naar Hallingdals Bataljoner rykker du!,"Tvedt, Elias",1874 - 1956,,,1901,,,,PDF,Haakon Zapffe,275,
4,K,x,Blaaveis,"Urdahl, Hetty",1884 - 1976,,,1903,,,,,Oluf By,70,
4,,x,Snehvide,"Ursin, Kristofer",1869 -1912,,,1908,,,,,,,
3,,x,Tre gamle Dandse,"Ursin, Niels",1800 - 1862,,,1891,Arr. Martin Ursin (1842 - 1916),,,,Brødrene Hals,541,
,,,Brylupsmars,"Utgård, Ole B.",1905 - 1992,,,1933,,,,,Eget forlag,,
